[2025-02-18 15:40:13] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-02-18 15:40:13] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, create_zip_archive, wrapup
[2025-02-18 15:40:13] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-02-18 15:40:15] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-02-18 15:40:15] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-02-18 15:40:15] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-02-18 15:40:15] [class-ss-setup-task.php:33] Creating archive directory: C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213\
[2025-02-18 15:40:15] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost:10052/
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9ebab9b9-DHteJO.tmp
[2025-02-18 15:40:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/swing.min.css?simply_static_page=117
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/swing.min.css?simply_static_page=117
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:103] Filesize: 252 bytes
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/swing.min.css
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9ebab9b9-DHteJO.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/lib/animations/styles/swing.min.css
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:27] [class-ss-page.php:119] Checking Content Identical:0ec0b263cb0098277016da19c7dd97e06bb0dfb4===. Value: FALSE
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/tada.css
[2025-02-18 15:40:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:679; Total: 796
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9ebb8c7f-3A8thR.tmp
[2025-02-18 15:40:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/tada.css?simply_static_page=118
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/tada.css?simply_static_page=118
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:103] Filesize: 351 bytes
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/tada.css
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9ebb8c7f-3A8thR.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/lib/animations/styles/tada.css
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:27] [class-ss-page.php:119] Checking Content Identical:78dabd08731f2fc9990e23e85636c127baadb9d0===. Value: FALSE
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/tada.min.css
[2025-02-18 15:40:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:678; Total: 796
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9ebc5883-hAB7JN.tmp
[2025-02-18 15:40:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/tada.min.css?simply_static_page=119
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/tada.min.css?simply_static_page=119
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:103] Filesize: 267 bytes
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/tada.min.css
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9ebc5883-hAB7JN.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/lib/animations/styles/tada.min.css
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:27] [class-ss-page.php:119] Checking Content Identical:13d63bc6e9a885a4c6758c0ac50ba10319818398===. Value: FALSE
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/wobble.css
[2025-02-18 15:40:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:677; Total: 796
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9ebd2abc-IrqPFx.tmp
[2025-02-18 15:40:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/wobble.css?simply_static_page=120
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/wobble.css?simply_static_page=120
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:103] Filesize: 454 bytes
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/wobble.css
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9ebd2abc-IrqPFx.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/lib/animations/styles/wobble.css
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:27] [class-ss-page.php:119] Checking Content Identical:54f41287257c5277dbc232cdd986efa11e49f632===. Value: FALSE
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/wobble.min.css
[2025-02-18 15:40:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:676; Total: 796
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9ebe163a-U2KDIE.tmp
[2025-02-18 15:40:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/wobble.min.css?simply_static_page=121
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/wobble.min.css?simply_static_page=121
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:103] Filesize: 357 bytes
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/wobble.min.css
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9ebe163a-U2KDIE.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/lib/animations/styles/wobble.min.css
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:27] [class-ss-page.php:119] Checking Content Identical:4836e28feca73f643e4843687e9f646119eca697===. Value: FALSE
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.css
[2025-02-18 15:40:27] [class-ss-task.php:58] [PAGES STATUS] Remaining:675; Total: 796
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9ebee9c5-nKPMXB.tmp
[2025-02-18 15:40:27] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.css?simply_static_page=122
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.css?simply_static_page=122
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:103] Filesize: 145 bytes
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.css
[2025-02-18 15:40:27] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9ebee9c5-nKPMXB.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.css
[2025-02-18 15:40:27] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:28] [class-ss-page.php:119] Checking Content Identical:52405cbe2044f0a1c81ebc93b3648434b633addf===. Value: FALSE
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css
[2025-02-18 15:40:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:674; Total: 796
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9ec07d94-V6nENT.tmp
[2025-02-18 15:40:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css?simply_static_page=123
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css?simply_static_page=123
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:103] Filesize: 106 bytes
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9ec07d94-V6nENT.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/lib/animations/styles/zoomIn.min.css
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:28] [class-ss-page.php:119] Checking Content Identical:47eaf7b16cc7a2b5d729cdfcc7b38042e02d43b3===. Value: FALSE
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.css
[2025-02-18 15:40:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:673; Total: 796
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9ec1493d-B7ns5o.tmp
[2025-02-18 15:40:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.css?simply_static_page=124
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.css?simply_static_page=124
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:103] Filesize: 386 bytes
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.css
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9ec1493d-B7ns5o.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.css
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:28] [class-ss-page.php:119] Checking Content Identical:ca18b3c9af802e29e6c851ff87d654484d27887c===. Value: FALSE
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.min.css
[2025-02-18 15:40:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:672; Total: 796
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9ec253a8-7mGSV9.tmp
[2025-02-18 15:40:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.min.css?simply_static_page=125
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.min.css?simply_static_page=125
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:103] Filesize: 320 bytes
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.min.css
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9ec253a8-7mGSV9.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInDown.min.css
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:28] [class-ss-page.php:119] Checking Content Identical:67c8a9ad5cf7ef48e034acf0c11a60900f618d23===. Value: FALSE
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.css
[2025-02-18 15:40:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:671; Total: 796
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9ec3a575-g8QB1c.tmp
[2025-02-18 15:40:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.css?simply_static_page=126
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.css?simply_static_page=126
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:103] Filesize: 386 bytes
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.css
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9ec3a575-g8QB1c.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.css
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:28] [class-ss-page.php:119] Checking Content Identical:c155cb237b599a1e0e268cdd4d5f704165b8fad3===. Value: FALSE
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.min.css
[2025-02-18 15:40:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:670; Total: 796
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9ec4c533-oL1U8d.tmp
[2025-02-18 15:40:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.min.css?simply_static_page=127
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.min.css?simply_static_page=127
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:103] Filesize: 320 bytes
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.min.css
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9ec4c533-oL1U8d.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInLeft.min.css
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:28] [class-ss-page.php:119] Checking Content Identical:df6220a46210e49d65539d02d35ccacb7762c50d===. Value: FALSE
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.css
[2025-02-18 15:40:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:669; Total: 796
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9ec5b0f1-KXgSV3.tmp
[2025-02-18 15:40:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.css?simply_static_page=128
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.css?simply_static_page=128
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:103] Filesize: 389 bytes
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.css
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9ec5b0f1-KXgSV3.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.css
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:28] [class-ss-page.php:119] Checking Content Identical:41ef4f72f2d6b434f52a5933d7784e3380ec519c===. Value: FALSE
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.min.css
[2025-02-18 15:40:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:668; Total: 796
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9ec68f24-6HFDYd.tmp
[2025-02-18 15:40:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.min.css?simply_static_page=129
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.min.css?simply_static_page=129
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:103] Filesize: 323 bytes
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.min.css
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9ec68f24-6HFDYd.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInRight.min.css
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:28] [class-ss-page.php:119] Checking Content Identical:54138af38b01ee02c1090d20e322b8bb7fa38e58===. Value: FALSE
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.css
[2025-02-18 15:40:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:667; Total: 796
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4a9ec7a47b-a10W1q.tmp
[2025-02-18 15:40:28] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.css?simply_static_page=130
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.css?simply_static_page=130
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:103] Filesize: 380 bytes
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.css
[2025-02-18 15:40:28] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4a9ec7a47b-a10W1q.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.css
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:40:28] [class-ss-page.php:119] Checking Content Identical:d398733c6df568ac0203cf4e782c1791d1d39dcb===. Value: FALSE
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/elementor/assets/lib/animations/styles/zoomInUp.min.css
[2025-02-18 15:40:28] [class-ss-task.php:58] [PAGES STATUS] Remaining:666; Total: 796
[2025-02-18 15:40:28] [class-ss-fetch-urls-task.php:80] URL is not being excluded
